CUSTOMER_ID,GENDER,AGE,CREDITLIMIT,ZODIAC,E-MAIL ADDRESS,ZIP
1807,"F",26,8231,9,"name5475@tnet.jp","1536TS"
1808,"M",29,261,6,"name24725@w","1612CO"
1809,"M",30,1308,11,"name20233@wwmail.es","1961EQ"
1810,"M",26,6618,7,"name9987@tnet.inc","1993IO"
1811,"F",30,7083,11,"name22771@wwmail.inc","1512XN"
1812,"F",24,7381,4,"name9962@tnet.inc","1353YR"
1813,"F",23,1474,11,"name1359@hmail.uk","1120IA"
1814,"F",32,3742,11,"name5477@tnet.jp","1379RB"
1815,"F",27,7459,2,"name9939@tnet.inc","1495JF"
1816,"F",25,7362,2,"name7688@tnet.fr","1080OO"
1817,"F",24,2324,11,"name17369@wwmail.de","1229PM"
1818,"F",28,7634,3,"name9909@tnet.inc","1525GT"
1819,"F",33,8161,6,"name13697@tnet.uk","1582SA"
1820,"F",22,4337,6,"name28914@zigzag.cat","1494HM"
1821,"M",24,5159,7,"name29328@zigzag.jp","1988II"
1822,"M",29,5865,8,"name9898@tnet.inc","1626KC"
1823,"M",28,5833,8,"name9834@tnet.inc","1651ML"
1824,"F",27,7925,9,"name22762@wwmail.inc","1460WQ"
1825,"M",19,3117,10,"name7649@tnet.fr","1638QL"
1826,"M",17,9333,4,"name5480@tnet.jp","1788IZ"
1827,"F",28,3406,10,"name25913@wwmail.uk","1078RE"
1828,"F",23,6143,12,"name25912@wwmail.uk","1103JZ"
1829,"M",24,5609,5,"name29318@zigzag.jp","1056YG"
1830,"M",31,1787,1,"name25911@wwmail.uk","1936AF"
1831,"F",26,5154,2,"name708@hmail.uk","1817WP"
1832,"F",17,468,8,"name22761@wwmail.inc","1316ZC"
1833,"F",25,3998,2,"name7641@tnet.fr","1658NC"
1834,"F",33,1036,1,"name2614@molbe.cat","1305XR"
1835,"M",21,1752,6,"name13696@tnet.uk","1323DN"
1836,"M",25,9190,8,"name25897@wwmail.uk","1655PP"
1837,"M",27,6655,9,"name24708@wwmail.org","1502JI"
1838,"M",23,7852,11,"name9730@tnet.inc","1346RU"
1839,"M",30,8725,2,"name24706@wwmail.org","1829OP"
1840,"F",30,329,11,"name9719@tnet.inc","1640UL"
1841,"M",29,4015,6,"name24704@wwmail.org","1582WD"
1842,"F",19,1646,3,"name17367@wwmail.de","1423CH"
1843,"M",27,2569,3,"name20224@wwmail.es","1868TM"
1844,"F",21,527,8,"name374@hmail.inc","1455MZ"
1845,"M",27,8097,3,"name7568@tnet.fr","1533EJ"
1846,"F",21,8293,9,"name20223@wwmail.es","1514MR"
1847,"M",28,282,10,"name7565@tnet.fr","1153VE"
1848,"F",21,3499,3,"name2668@molbe.cat","1447KP"
1849,"F",26,9257,2,"name25884@wwmail.uk","1128CR"
1850,"F",34,5187,4,"name17366@wwmail.de","1712TJ"
1851,"M",37,7801,4,"name29715@zigzag.com","1089BV"
1852,"M",24,5089,6,"name24695@wwmail.org","1030GM"
1853,"F",17,4008,11,"name7538@tnet.fr","1381JE"
1854,"M",27,2461,7,"name22750@wwmail.inc","1923SB"
1855,"F",25,6137,5,"name13695@tnet.uk","1671OW"
1856,"M",24,5555,12,"name13694@tnet.uk","1577YF"
1857,"F",29,9011,2,"name13693@tnet.uk","1641IB"
1858,"F",23,3572,10,"name24691@wwmail.org","1970XU"
1859,"F",33,9822,7,"name9578@tnet.inc","1783IV"
1860,"M",16,1860,3,"name20218@wwmail.es","1931RC"
1861,"M",30,1659,2,"name7529@tnet.fr","1500LX"
1862,"F",34,2060,5,"name9559@tnet.inc","1285RB"
1863,"M",27,267,5,"name20216@wwmail.es","1498WK"
1864,"F",32,7192,11,"name9532@tnet.inc","1895QG"
1865,"F",25,1301,7,"name22743@wwmail.inc","1887NI"
1866,"F",32,1064,2,"name17363@wwmail.de","1618NA"
1867,"F",31,2514,11,"name20213@wwmail.es","1378FH"
1868,"F",20,3248,8,"name20212@wwmail.es","1340MQ"
1869,"F",21,2594,9,"name17362@wwmail.de","1973XX"
1870,"M",35,1146,11,"name22738@wwmail.inc","1931VP"
1871,"F",29,6455,6,"name22737@wwmail.inc","1972VG"
1872,"F",26,6994,10,"name28857@zigzag.cat","1694MX"
1873,"M",26,1191,7,"name7515@tnet.fr","1463XT"
1874,"M",21,7047,3,"name28855@zigzag.cat","1503DE"
1875,"F",24,8493,7,"name13692@tnet.uk","1521ET"
1876,"M",22,1246,10,"name13690@tnet.uk","1057QK"
1877,"F",23,9862,1,"name17360@wwmail.de","1505CY"
1878,"F",21,7200,12,"name9520@tnet.inc","1023KX"
1879,"F",27,1686,6,"name17359@wwmail.de","1255LJ"
1880,"F",24,8665,4,"name20206@wwmail.es","1687HD"
1881,"M",23,6946,2,"name29860@zigzag.es","1785SR"
1882,"F",31,6025,11,"name5486@tnet.jp","1896HR"
1883,"F",32,1877,11,"name20204@wwmail.es","1489UE"
1884,"F",27,1269,8,"name5487@tnet.jp","1510AH"
1885,"M",27,9710,10,"name20202@wwmail.es","1228AZ"
1886,"F",22,1749,4,"name22727@wwmail.inc","1543RG"
1887,"F",20,4446,7,"name2841@molbe.cat","1332HW"
1888,"F",34,5494,10,"name5488@tnet.jp","1414OJ"
1889,"M",25,5565,10,"name17355@wwmail.de","1697BH"
1890,"M",28,7623,2,"name2864@molbe.cat","1895KE"
1891,"M",23,8292,8,"name9476@tnet.inc","1780PC"
1892,"F",31,14,10,"name22721@wwmail.inc","1154KT"
1893,"M",23,2658,4,"name2894@molbe.cat","1697NC"
1894,"F",16,6978,5,"name5489@tnet.jp","1101IE"
1895,"F",25,1962,2,"name25848@wwmail.uk","1019OG"
1896,"M",20,1424,9,"name5490@tnet.jp","1243FE"
1897,"M",24,1089,11,"name29247zigzag.jp","1868PW"
1898,"F",29,1048,1,"name28837@zigzag.cat","1022VU"
1899,"M",21,2097,7,"name22719@wwmail.inc","1122CM"
1900,"M",24,7599,6,"name13689@tnet.uk","1064RX"
1901,"M",30,7963,4,"name17354@wwmail.de","1294WU"
1902,"M",25,190,8,"name7487@tnet.fr","1532NU"
1903,"F",24,5727,2,"name28832@zigzag.cat","1151IY"
1904,"F",28,7215,4,"name9425@tnet.inc","1962JQ"
1905,"M",17,7988,6,"name5492@tnet.jp","1992QF"
1906,"F",26,1701,5,"name24656@wwmail.org","1021VK"
1907,"M",21,853,8,"name22714@wwmail.inc","1060AU"
1908,"F",28,9266,6,"name7417@tnet.fr","1346ZG"
1909,"F",28,6384,9,"name13688@tnet.uk","1624KC"
1910,"F",39,3809,3,"name20195@wwmail.es","1493FY"
1911,"F",28,439,8,"name5493@tnet.jp","1989IT"
1912,"F",23,9820,10,"name17352@wwmail.de","1388LM"
1913,"F",22,7776,3,"name20193@wwmail.es","1787LO"
1914,"M",30,6261,10,"name28823@zigzag.cat","1865ZB"
1915,"F",24,1927,3,"name9285@tnet.inc","1971JF"
1916,"F",23,2607,11,"name25824@wwmail.uk","1925UD"
1917,"F",15,7417,2,"name13687@tnet.uk","1919VE"
1918,"M",29,7075,5,"name14430@wwmail.de","1870IC"
1919,"F",33,2297,1,"name9233@tnet.inc","1424NQ"
1920,"F",32,238,5,"name20191@wwmail.es","1960RC"
1921,"F",28,701,7,"name20190@wwmail.es","1396DG"
1922,"M",30,4832,5,"name9196@tnet.inc","1153ZR"
1923,"M",24,3119,9,"name9190@tnet.inc","1856KU"
1924,"M",31,7564,3,"name13686@tnet.uk","1556EZ"
1925,"M",24,3758,11,"name13685@tnet.uk","1235MO"
1926,"M",26,5421,1,"name2212@lomejor.es","1373JQ"
1927,"F",29,1773,7,"name3062@molbe.cat","1566LB"
1928,"F",27,125,3,"name13684@tnet.uk","1545KF"
1929,"M",25,209,6,"name901@hmail.uk","1988DE"
1930,"F",32,9870,7,"name20187@wwmail.es","1903RB"
1931,"F",26,2038,7,"name14437@wwmail.de","1139XA"
1932,"F",19,1971,8,"name2216@lomejor.es","1017QU"
1933,"F",33,680,11,"name20186@wwmail.es","1652ET"
1934,"M",28,1094,10,"name14439@wwmail.de","1333LO"
1935,"M",25,5308,4,"name13683@tnet.uk","1552OF"
1936,"F",24,722,4,"name9138@tnet.inc","1032BN"
1937,"M",37,9558,10,"name24630@wwmail.org","1157TP"
1938,"M",31,6184,11,"name2227@lomejor.es","1964YE"
1939,"M",25,3954,11,"name3122@molbe.cat","1070LO"
1940,"F",31,1548,12,"name20185@wwmail.es","1710EV"
1941,"F",24,1118,5,"name3141@molbe.cat","1277BP"
1942,"F",28,1462,5,"name22688@wwmail.inc","1912GH"
1943,"F",20,5309,4,"name20183@wwmail.es","1346ZN"
1944,"F",30,6692,10,"name29990@zigzag.nl","1737UY"
1945,"F",20,2436,4,"name5496@tnet.jp","1121HA"
1946,"F",20,9237,2,"name827@hmail.uk","1408DL"
1947,"M",25,3950,3,"name24623@wwmail.org","1522HW"
1948,"M",25,6061,2,"name3154@molbe.cat","1862EK"
1949,"F",19,2281,1,"name25797@wwmail.uk","1440OL"
1950,"M",25,4550,4,"name20182@wwmail.es","1694DK"
1951,"F",28,3992,1,"name9132@tnet.inc","1134JU"
1952,"F",26,6747,9,"name25794@wwmail.uk","1001FA"
1953,"F",20,9569,9,"name29853@zigzag.es","1324GI"
1954,"F",28,1309,2,"name22682@wwmail.inc","1730IJ"
1955,"F",34,3071,4,"name5498@tnet.jp","1198DD"
1956,"F",29,4240,4,"name13682@tnet.uk","1129VD"
1957,"F",38,5648,5,"name5499@tnet.jp","1898QK"
1958,"F",25,7965,4,"name3179@molbe.cat","1087FO"
1959,"F",26,1238,6,"name22679@wwmail.inc","1328RJ"
1960,"F",26,3024,6,"name20179@wwmail.es","1388JC"
1961,"F",27,4887,5,"name2244@lomejor.es","1234LG"
1962,"F",25,5337,3,"name7322@tnet.fr","1452SJ"
1963,"F",22,1103,3,"name5500@tnet.jp","1220ET"
1964,"M",31,6092,11,"name25782@wwmail.uk","1585AV"
1965,"M",22,3131,10,"name13679@tnet.uk","1234FN"
1966,"F",22,1667,8,"name5501@tnet.jp","1725TJ"
1967,"F",26,6733,4,"name5502@tnet.jp","1965SH"
1968,"F",27,7242,6,"name5503@tnet.jp","1889TQ"
1969,"F",24,3821,6,"name2260@lomejor.es","1344FQ"
1970,"M",20,9376,9,"name22674@wwmail.inc","1321OW"
1971,"F",27,9333,10,"name20178@wwmail.es","1539PQ"
1972,"M",23,5050,10,"name25773@wwmail.uk","1736BL"
1973,"M",23,6450,9,"name25772@wwmail.uk","1450ML"
1974,"M",23,9041,7,"name9043@tnet.inc","1069JI"
1975,"F",29,3368,11,"name9039@tnet.inc","1509YX"
1976,"F",28,6241,6,"name24605@wwmail.org","1322OV"
1977,"F",19,8844,9,"name14454@wwmail.de","1175OV"
1978,"M",24,8298,12,"name29966@zigzag.inc","1310ON"
1979,"M",35,7785,9,"name5506@tnet.jp","1131CZ"
1980,"F",27,6897,4,"name22669@wwmail.inc","1708LB"
1981,"F",29,4990,4,"name27988@zigzag.be","1980DV"
1982,"F",27,7518,10,"name2271@lomejor.es","1601DA"
1983,"F",19,8300,7,"name25766@wwmail.uk","1846BF"
1984,"M",25,4749,1,"name7260@tnet.fr","1723TM"
1985,"F",34,91,5,"name20176@wwmail.es","1068TG"
1986,"F",28,400,9,"name8920@tnet.inc","1613FB"
1987,"F",23,2452,7,"name22665@wwmail.inc","1193KJ"
1988,"M",21,9769,9,"name7236@tnet.fr","1456RL"
1989,"F",20,710,2,"name7210@tnet.fr","1079RQ"
1990,"F",25,7954,1,"name22663@wwmail.inc","1032QW"
1991,"M",32,1891,3,"name8856@tnet.inc","1490CS"
1992,"F",26,9847,9,"name5508@tnet.jp","1961CR"
1993,"M",25,4738,12,"name22661@wwmail.inc","1992EW"
1994,"F",30,6328,7,"name24592@wwmail.org","1255SM"
1995,"M",20,6365,4,"name13677@tnet.uk","1551KQ"
1996,"M",24,6922,3,"name7186@tnet.fr","1156RC"
1997,"M",21,6002,6,"name13676@tnet.uk","1228PB"
1998,"F",20,790,4,"name27965@zigzag.be","1894TJ"
1999,"F",27,1540,6,"name14460@wwmail.de","1976OL"
2000,"F",24,966,3,"name14462@wwmail.de","1324TO"
2001,"F",24,8697,5,"name22656@wwmail.inc","1142SS"
2002,"F",21,9085,6,"name20175@wwmail.es","1479BZ"
2003,"F",22,8524,6,"name20174@wwmail.es","1656IE"
2004,"M",25,2269,2,"name8801tnet.inc","1412GK"
2005,"F",32,7531,3,"name24583@wwmail.org","1333FK"
2006,"M",28,4352,3,"name25749@wwmail.uk","1948XZ"
2007,"F",26,3384,5,"name7161@tnet.fr","1468ID"
2008,"F",23,963,4,"name3421@molbe.cat","1330ZD"
2009,"F",30,6617,4,"name8707@tnet.inc","1336YZ"
2010,"M",20,6788,11,"name5512@tnet.jp","1559RN"
2011,"F",19,6666,5,"name8642@tnet.inc","1182PW"
2012,"M",27,6537,2,"name5515@tnet.jp","1652CI"
2013,"M",27,696,1,"name8620@tnet.inc","1525YC"
2014,"F",18,9323,5,"name24579@wwmail.org","1778CB"
2015,"M",29,6757,6,"name3525@molbe.cat","1154KT"
2016,"M",24,3972,3,"name20173@wwmail.es","1517NS"
2017,"M",34,4649,2,"name3574@molbe.cat","1416OS"
2018,"M",33,5447,10,"name29516@zigzag.com","1391BZ"
2019,"F",33,30,7,"name24577@wwmail.org","1828HR"
2020,"F",30,1111,8,"name22649@wwmail.inc","1927GG"
2021,"M",25,6865,9,"name27943@zigzag.be","1561WA"
2022,"F",19,1500,12,"name14465@wwmail.de","1993AP"
2023,"F",28,5269,11,"name22647@wwmail.inc","1043OA"
2024,"F",18,323,2,"name637@hmail.uk","1850BA"
2025,"F",19,7682,4,"name5517@tnet.jp","1852JI"
2026,"F",24,3421,1,"name14467@wwmail.de","1497LW"
2027,"M",26,6592,8,"name625@hmail.uk","1320BV"
2028,"M",34,6957,7,"name8458@tnet.inc","1118XE"
2029,"M",37,4447,1,"name13675@tnet.uk","1222SF"
2030,"F",17,1805,3,"name6975@tnet.fr","1628HA"
2031,"F",23,4032,9,"name8451@tnet.inc","1175AD"
2032,"F",16,7160,4,"name13673@tnet.uk","1323GY"
2033,"F",27,6570,8,"name6988@tnet.fr","1139VM"
2034,"F",26,1423,7,"name14468@wwmail.de","1824FR"
2035,"F",21,3064,8,"name8406@tnet.inc","1208CT"
2036,"M",29,166,10,"name14474@wwmail.de","1525PH"
2037,"F",24,5048,11,"name398@hmail.inc","1912ZW"
2038,"M",21,6277,3,"name3642@molbe.cat","1340XY"
2039,"F",15,4125,11,"name13672@tnet.uk","1211QB"
2040,"F",23,5050,9,"name8356@tnet.inc","1149RL"
2041,"M",26,9211,2,"name20169@wwmail.es","1591TG"
2042,"F",16,819,6,"name925@hmail.uk","1943WN"
2043,"F",33,7663,3,"name1373@lomejor.es","1665YA"
2044,"F",24,247,5,"name13671@tnet.uk","1279DY"
2045,"F",29,1783,9,"name24557@wwmail.org","1264QG"
2046,"M",25,3308,8,"name20166@wwmail.es","1815CY"
2047,"F",27,900,4,"name24555@wwmail.org","1639OZ"
2048,"F",28,1377,9,"name8355@tnet.inc","1767KT"
2049,"M",27,6701,4,"name22629@wwmail.inc","1755AD"
2050,"F",19,2563,11,"name316@hmail.inc","1052FE"
2051,"F",23,109,9,"name3689@molbe.cat","1092AJ"
2052,"F",21,7994,7,"name29487@zigzag.jp","1729MX"
2053,"F",22,2033,11,"name3704@molbe.cat","1733ZW"
2054,"F",24,1947,5,"name20165@wwmail.es","1961EH"
2055,"F",30,2909,9,"name8314@tnet.inc","1172NV"
2056,"M",18,1413,8,"name22627@wwmail.inc","1046YR"
2057,"M",23,1638,2,"name25712@wwmail.uk","1401YM"
2058,"F",37,2727,11,"name20164@wwmail.es","1570HJ"
2059,"M",16,552,4,"name22625@wwmail.inc","1514YF"
2060,"F",36,389,2,"name6209@tnet.fr","1857YS"
2061,"M",23,3616,4,"name14483@wwmail.de","1202EP"
2062,"F",26,8057,11,"name8302@tnet.inc","1714JN"
2063,"F",31,2977,9,"name22622@wwmail.inc","1146MQ"
2064,"F",33,2782,2,"name8276@tnet.inc","1473OC"
2065,"F",25,8128,6,"name14488@wwmail.de","1120IU"
2066,"M",22,2502,3,"name8271@tnet.inc","1945CL"
2067,"M",22,4490,9,"name14490@wwmail.de","1581LI"
2068,"F",19,1235,4,"name22618@wwmail.inc","1064BW"
2069,"F",27,1387,3,"name6907@tnet.fr","1575VM"
2070,"F",35,5391,11,"name6838@tnet.fr","1031FD"
2071,"M",28,2663,7,"name6815@tnet.fr","1324SZ"
2072,"M",21,997,8,"name13670@tnet.uk","1166WD"
2073,"F",19,9011,5,"name13669@tnet.uk","1529HA"
2074,"F",19,3736,2,"name8221@tnet.inc","1450WJ"
2075,"F",24,2314,3,"name22612@wwmail.inc","1567YQ"
2076,"F",24,2217,4,"name1268@hmail.uk","1777TD"
2077,"F",22,1706,11,"name20161@wwmail.es","1383UT"
2078,"M",31,5587,8,"name13667@tnet.uk","1697FP"
2079,"M",29,2263,6,"name24533@wwmail.org","1293RV"
2080,"F",32,6690,2,"name20160@wwmail.es","1663BN"
2081,"M",26,5861,6,"name113@hmail.","1675NF"
2082,"F",27,2325,2,"name11133@","1580NE"
2083,"F",24,8688,4,"name6631@tnet.fr","1172ZG"
2084,"F",36,145,4,"name24529@wwmail.org","1052OY"
2085,"F",30,8598,3,"name5521@tnet.jp","1583PZ"
2086,"F",24,2639,5,"name11099@tnet.inc","1721KS"
2087,"F",22,3577,3,"name27860@zigzag.be","1865DJ"
2088,"F",26,75,9,"name1338@hmail.uk","1132PS"
2089,"F",24,1760,11,"name761@hmail.uk","1225ZY"
2090,"M",20,4821,1,"name11083@tnet.inc","1858AT"
2091,"F",22,5317,3,"name5523@tnet.jp","1321PK"
2092,"F",17,9714,7,"name20157@wwmail.es","1562AA"
2093,"M",23,1430,12,"name6420@tnet.fr","1357ZJ"
2094,"F",26,123,2,"name22603@wwmail.inc","1139LY"
2095,"F",22,9910,11,"name22602@wwmail.inc","1678NE"
2096,"F",20,4794,2,"name5524@tnet.jp","1962NJ"
2097,"F",25,5755,9,"name3724@molbe.cat","1673EH"
2098,"F",26,5665,9,"name24520@wwmail.org","1630VJ"
2099,"F",27,1568,6,"name22600@wwmail.inc","1963DJ"
2100,"M",28,9669,9,"name20156@wwmail.es","1614PA"
2101,"F",22,7235,2,"name14508@wwmail.de","1109ZC"
2102,"F",20,7805,3,"name5525@tnet.jp","1808EG"
2103,"F",23,4998,1,"name22596@wwmail.inc","1395AJ"
2104,"F",21,8534,6,"name885@hmail.uk","1768UM"
2105,"F",26,3935,7,"name5526@tnet.jp","1337YZ"
2106,"M",22,6113,4,"name24513@wwmail.org","1866MN"
2107,"F",17,6618,3,"name5527@tnet.jp","1275LA"
2108,"M",28,4945,10,"name24512@wwmail.org","1535VH"
2109,"F",23,83,6,"name1493@lomejor.es","1870EP"
2110,"M",21,6735,4,"name6132@tnet.fr","1213NT"
2111,"F",28,2383,9,"name5528@tnet.jp","1101PM"
2112,"M",34,9640,12,"name5529@tnet.jp","1792IT"
2113,"F",24,2819,9,"name25671@wwmail.uk","1961RB"
2114,"F",26,843,6,"name10969@tnet.inc","1567PL"
2115,"M",26,2841,9,"name22592@wwmail.inc","1056MY"
2116,"M",19,7294,10,"name13665@tnet.uk","1678EC"
2117,"F",25,7248,2,"name10852@tnet.inc","1299KC"
2118,"M",29,4152,5,"name22590@wwmail.inc","1063VA"
2119,"F",15,4347,7,"name1512@lomejor.es","1311ZW"
2120,"F",39,1575,12,"name14511@wwmail.de","1498YJ"
2121,"M",29,3199,10,"name14513@wwmail.de","1113SW"
2122,"F",29,8585,10,"name22586@wwmail.inc","1750ZW"
2123,"M",20,6887,3,"name24500@wwmail.org","1728NG"
2124,"F",29,1892,2,"name20153@wwmail.es","1820KS"
2125,"F",23,3042,2,"name14514@wwmail.de","1474VE"
2126,"F",29,6881,10,"name5533@tnet.jp","1492FK"
2127,"M",26,3601,3,"name1524@lomejor.es","1959YZ"
2128,"M",26,2923,3,"name6741@tnet.fr","1378SR"
2129,"M",29,140,3,"name1531@lomejor.es","1188QJ"
2130,"F",25,1490,5,"name20152@wwmail.es","1065KY"
2131,"F",22,8604,3,"name22579wwmail.inc","1144KL"
2132,"F",25,5196,5,"name24492@wwmail.org","1365RT"
2133,"M",27,4975,8,"name6676@tnet.fr","1901MR"
2134,"F",29,4097,9,"name6656@tnet.fr","1859OM"
2135,"F",24,5434,7,"name14532@wwmail.de","1011UM"
2136,"M",26,1852,8,"name20151@wwmail.es","1145JU"
2137,"M",24,9136,2,"name620@hmail.uk","1003IX"
2138,"F",23,6831,10,"name13660@tnet.uk","1781SD"
2139,"M",20,7646,2,"name10501@tnet.inc","1578IQ"
2140,"F",23,2621,6,"name24486@wwmail.org","1939JI"
2141,"F",34,4833,1,"name10491@tnet.inc","1913SO"
2142,"F",30,2864,2,"name14539@wwmail.de","1349KN"
2143,"M",19,5564,7,"name6491tnet.fr","1053UV"
2144,"F",33,7187,8,"name27814@zigzag.be","1341UZ"
2145,"F",25,2725,5,"name20149@wwmail.es","1201NZ"
2146,"F",20,8695,6,"name6429@tnet.fr","1197RK"
2147,"F",18,1335,12,"name1185@hmail.uk","1129FH"
2148,"M",21,6400,5,"name13659@tnet.uk","1799NI"
2149,"M",21,368,7,"name6423@tnet.fr","1866KN"
2150,"F",20,8134,6,"name24480@wwmail.org","1971XR"
2151,"F",25,1217,4,"name14545@wwmail.de","1694LW"
2152,"F",30,103,1,"name24478wwmail.org","1332GI"
2153,"M",21,6643,3,"name6409@tnet.fr","1452XW"
2154,"F",30,4594,2,"name22567@wwmail.inc","1434IM"
2155,"M",34,6798,1,"name10417@tnet.inc","1923WZ"
2156,"F",24,3883,10,"name28582@zigzag.cat","1019QE"
2157,"F",35,3602,4,"name14551@wwmail.de","1340IL"
2158,"F",28,8908,7,"name13657@tnet.uk","1959VL"
2159,"M",25,1121,7,"name24474@wwmail.org","1177FP"
2160,"F",21,6896,5,"name10412@tnet.inc","1106LZ"
2161,"M",30,3665,6,"name25635@wwmail.uk","1649UT"
2162,"M",27,8856,3,"name22565@wwmail.inc","1638GB"
2163,"F",25,7132,5,"name20148@wwmail.es","1509AN"
2164,"M",23,313,2,"name22563@wwmail.inc","1902ZJ"
2165,"M",27,2529,4,"name124@hmail.fr","1740IZ"
2166,"M",23,377,11,"name22562@wwmail.inc","1772KA"
2167,"F",19,5506,6,"name14554@wwmail.de","1960LP"
2168,"F",25,3447,3,"name6312@tnet.fr","1881NJ"
2169,"M",30,2535,4,"name1576@lomejor.es","1112LM"
2170,"F",26,6466,11,"name14555@wwmail.de","1580SI"
2171,"M",34,1400,5,"name28571@zigzag.cat","1861RU"
2172,"M",16,511,2,"name25626@wwmail.uk","1180OO"
2173,"F",27,3876,4,"name25625@wwmail.uk","1699UQ"
2174,"F",34,86,12,"name20147@wwmail.es","1695IL"
2175,"F",17,7807,6,"name14562@wwmail.de","1732UU"
2176,"M",25,1827,8,"name14564@wwmail.de","1697JO"
2177,"M",31,733,9,"name3270@molbe.cat","1982ZK"
2178,"M",25,4759,6,"name22554@wwmail.inc","1059SP"
2179,"F",22,5706,2,"name13656@tnet.uk","1182CN"
2180,"F",17,7191,2,"name24460@wwmail.org","1800VO"
2181,"F",20,8644,6,"name24459@wwmail.org","1673EJ"
2182,"M",25,2393,9,"name24458@wwmail.org","1235JV"
2183,"M",21,8493,6,"name115@hmail.fr","1806KH"
2184,"F",30,5388,5,"name13655@tnet.uk","1219SN"
2185,"F",24,4476,3,"name22552@wwmail.inc","1030UU"
2186,"M",33,6192,4,"name219@hmail.inc","1695UL"
2187,"M",26,2122,1,"name13654@tnet.uk","1293TV"
2188,"F",24,952,3,"name24452@wwmail.org","1146ZZ"
2189,"M",31,3800,6,"name714@hmail.uk","1144EO"
2190,"F",20,2317,11,"name13653@tnet.uk","1329HN"
2191,"M",28,1238,11,"name10302@tnet.inc","1318VH"
2192,"M",19,3675,9,"name10301@tnet.inc","1137XZ"
2193,"F",25,4251,5,"name20146@wwmail.es","1247PN"
2194,"F",29,8339,11,"name22546@wwmail.inc","1735VS"
2195,"F",27,5921,8,"name25610@wwmail.uk","1846NT"
2196,"F",20,9210,10,"name6203@tnet.fr","1415RM"
2197,"M",27,7816,4,"name13652@tnet.uk","1214OK"
2198,"F",38,2759,8,"name10293@tnet.inc","1534EG"
2199,"F",31,3984,10,"name22543@wwmail.inc","1231MW"
2200,"F",23,3047,3,"name25591@wwmail.uk","1366UN"
2201,"F",19,9282,4,"name3162@molbe.cat","1054ZC"
2202,"M",29,1130,7,"name29627@zigzag.com","1852MX"
2203,"M",26,4950,5,"name25590@wwmail.uk","1915ZI"
2204,"M",28,2805,11,"name13651@tnet.uk","1840HZ"
2205,"M",24,5132,8,"name13650@tnet.uk","1817II"
2206,"F",32,6209,3,"name25586@wwmail.uk","1635ZQ"
2207,"M",30,3414,6,"name22541@wwmail.inc","1731AO"
2208,"F",18,7752,10,"name10279@tnet.inc","1449SU"
2209,"F",28,1993,4,"name13649@tnet.uk","1893CC"
2210,"M",23,9613,9,"name29620@zigzag.com","1941VD"
2211,"M",33,258,6,"name20144@wwmail.es","1600FN"
2212,"F",30,9394,3,"name25584@wwmail.uk","1871ID"
2213,"F",24,7229,2,"name28307@zigzag.be","1309EJ"
2214,"M",28,274,10,"name13647@tnet.uk","1642FY"
2215,"F",32,4941,5,"name22538@wwmail.inc","1232AY"
2216,"F",22,7159,6,"name25581@wwmail.uk","1349QI"
2217,"F",16,4617,9,"name14573@wwmail.de","1433LO"
2218,"F",22,9490,10,"name14576@wwmail.de","1324TN"
2219,"F",19,6091,5,"name28298@zigzag.be","1426SS"
2220,"F",27,7289,8,"name20143@wwmail.es","1986JC"
2221,"F",28,6018,11,"name1618@lomejor.es","1870KG"
2222,"F",21,450,6,"name13645@tnet.uk","1188LC"
2223,"F",29,2719,11,"name6110@tnet.fr","1570JF"
2224,"F",23,5755,3,"name24432@wwmail.org","1256SQ"
2225,"M",25,9818,9,"name1645@lomejor.es","1767AS"
2226,"M",30,3283,2,"name10218@tnet.inc","1747NU"
2227,"F",21,9276,10,"name20141@wwmail.es","1742JA"
2228,"M",23,4384,9,"name3079@molbe.cat","1091ST"
2229,"M",21,3219,4,"name5540@tnet.jp","1708KI"
2230,"M",21,1817,12,"name14584@wwmail.de","1932PS"
2231,"F",27,5171,8,"name20140@wwmail.es","1408DX"
2232,"F",24,7612,10,"name10213@tnet.inc","1587MG"
2233,"M",21,7298,2,"name24425@wwmail.org","1815ON"
2234,"M",24,1399,12,"name20139@wwmail.es","1384DA"
2235,"M",26,7066,11,"name10187@tnet.inc","1324UE"
2236,"F",34,9233,7,"name24422@wwmail.org","1310WX"
2237,"F",29,985,5,"name5969@tnet.fr","1252KO"
2238,"F",22,112,7,"name2982@molbe.cat","1360DF"
2239,"M",23,3922,10,"name2980@molbe.cat","1434SA"
2240,"F",15,7458,4,"name5858@tnet.fr","1583HZ"
2241,"M",28,9963,6,"name24418@wwmail.org","1520EC"
2242,"M",25,9367,6,"name22523@wwmail.inc","1030UE"
2243,"F",25,991,3,"name25556@wwmail.uk","1371MF"
2244,"F",18,9971,6,"name29233@zigzag.jp","1597QS"
2245,"M",21,8507,4,"name13644@tnet.uk","1559RF"
2246,"M",16,655,5,"name20134@wwmail.es","1179YE"
2247,"F",27,4867,3,"name9994@tnet.inc","1759DV"
2248,"F",28,5142,6,"name2928@molbe.cat","1307WH"
2249,"F",30,2220,5,"name20133@wwmail.es","1250UA"
2250,"F",16,7834,9,"name20132@wwmail.es","1107ZW"
2251,"F",22,8546,6,"name24410@wwmail.org","1709YU"
2252,"M",28,2623,6,"name5542@tnet.jp","1532IF"
2253,"M",17,945,12,"name25546@wwmail.uk","1110GW"
