CUSTOMER_ID,GENDER,EMAIL_ADDRESS,POSTAL_CODE,RECENCY_BEFORE_FEB-01-2011,FREQUENCY_BEFORE_FEB-01-2011,MONETARY_VALUE_BEFORE_FEB-01-2011,HAS_RECEIVED_TEST_MAILING_FEB-01-2011,RESPONSE_TO_TEST_MAILING_FEB-01-2011,ORDER_DATE,NUMBER_OF_DAYS_BETWEEN_TEST_MAILING_AND_ORDER_DATE,ORDERED_WITHIN_MONTH
6797,male,name13012@tnet.uk,1112JX,low,medium,medium,no,,,,nap
6798,female,name15911@wwmail.de,1255NH,medium,low,high,yes,F,,,nap
6799,male,name18870@wwmail.es,1374OM,low,high,low,no,,,,nap
6800,male,name24295@wwmail.org,1355TB,high,low,high,no,,,,nap
6801,male,name145@hmail.fr,1850VZ,medium,high,low,no,,,,nap
6802,male,name3472@molbe.cat,1585MT,medium,medium,medium,no,,,,nap
6803,female,name8503@tnet.inc,1212CS,medium,high,low,yes,F,,,nap
6804,male,name2319@lomejor.es,1326RJ,high,low,high,no,,,,nap
6805,male,name27718@zigzag.be,1174CV,high,high,low,no,,,,nap
6806,male,name21122@wwmail.inc,1865JO,low,medium,low,no,,,,nap
6807,male,name13010@tnet.uk,1047CU,high,high,low,no,,,,nap
6808,female,name29152@zigzag.jp,1201XR,medium,high,low,yes,F,,,nap
6809,female,name13009@tnet.uk,1383VI,medium,high,medium,no,,,,nap
6810,male,name20998@wwmail.inc,1727TK,low,low,high,no,,,,nap
6811,female,name13008@tnet.uk,1125GI,medium,medium,medium,no,,,,nap
6812,female,name16247@wwmail.de,1441JF,low,low,medium,no,,,,nap
6813,male,name1075@hmail.uk,1847DX,low,low,high,yes,F,,,nap
6814,male,name24294@wwmail.org,1437KA,medium,low,medium,no,,,,nap
6815,male,name24@hmail.com,1710QR,medium,high,low,no,,,,nap
6816,male,name13007@tnet.uk,1299UU,medium,low,medium,no,,,,nap
6817,male,name7052@tnet.fr,1899KH,medium,low,high,no,,,,nap
6818,female,name16660@wwmail.de,1403FR,high,low,medium,yes,F,,,nap
6819,male,name13006@tnet.uk,1180IC,high,medium,low,no,,,,nap
6820,female,name18876@wwmail.es,1913IK,medium,low,medium,no,,,,nap
6821,female,name13005@tnet.uk,1337RJ,low,low,high,no,,,,nap
6822,male,name8514@tnet.inc,1673JV,medium,low,high,no,,,,nap
6823,male,name17039@wwmail.de,1126AM,low,low,medium,yes,F,,,nap
6824,female,name7053@tnet.fr,1812KU,low,low,high,no,,,,nap
6825,male,name17181@wwmail.de,1718PV,medium,medium,high,no,,,,nap
6826,male,name18884@wwmail.es,1033TX,medium,low,high,no,,,,nap
6827,male,name8517@tnet.inc,1051HV,low,high,low,no,,,,nap
6828,female,name8518@tnet.inc,1614WR,high,high,low,yes,F,,,nap
6829,female,name17332@wwmail.de,1469JD,low,high,low,no,,,,nap
6830,female,name28152@zigzag.be,1906FQ,medium,high,low,no,,,,nap
6831,female,name8521@tnet.inc,1875XB,medium,low,medium,no,,,,nap
6832,male,name1088@hmail.uk,1327AI,low,high,low,no,,,,nap
6833,female,name24293@wwmail.org,1578QT,high,medium,low,yes,F,,,nap
6834,female,name14521@wwmail.de,1459DH,low,high,low,no,,,,nap
6835,male,name8531@tnet.inc,1433TE,high,medium,low,no,,,,nap
6836,male,name18888@wwmail.es,1047NW,high,medium,medium,no,,,,nap
6837,female,name14797@wwmail.de,1896PY,low,high,low,no,,,,nap
6838,male,name14921@wwmail.de,1692ND,medium,high,low,yes,F,,,nap
6839,male,name14976@wwmail.de,1969QY,high,medium,medium,no,,,,nap
6840,female,name8532@tnet.inc,1057DB,low,medium,medium,no,,,,nap
6841,male,name24290@wwmail.org,1044LO,high,high,low,no,,,,nap
6842,female,name18890@wwmail.es,1150CU,medium,medium,high,no,,,,nap
6843,male,name24289@wwmail.org,1049PW,high,medium,high,yes,F,,,nap
6844,male,name13004@tnet.uk,1932UW,low,medium,low,no,,,,nap
6845,male,name7058@tnet.fr,1099NA,medium,low,high,no,,,,nap
6846,female,name2312@lomejor.es,1013LF,high,medium,medium,no,,,,nap
6847,male,name25570wwmail.uk,1643BB,low,high,low,no,,,,nap
6848,female,name8539@tnet.inc,1637VP,high,high,low,yes,F,,,nap
6849,female,name27962@zigzag.be,1906DS,medium,medium,medium,no,,,,nap
6850,male,name13003@tnet.uk,1399FN,low,low,medium,no,,,,nap
6851,female,name8540@tnet.inc,1643WW,low,medium,medium,no,,,,nap
6852,female,name7062@tnet.fr,1025KE,medium,low,high,no,,,,nap
6853,male,name20882@wwmail.inc,1577UL,high,medium,medium,yes,F,,,nap
6854,female,name27778@zigzag.be,1072TN,high,low,medium,no,,,,nap
6855,female,name15952@wwmail.de,1154TB,medium,low,high,no,,,,nap
6856,male,name24288@wwmail.org,1333FU,low,high,low,no,,,,nap
6857,female,name8543@tnet.inc,1383LY,medium,medium,medium,no,,,,nap
6858,female,name29725@zigzag.com,1326CK,high,medium,high,yes,F,,,nap
6859,female,name29117@zigzag.jp,1190YD,high,low,high,no,,,,nap
6860,female,name7064@tnet.fr,1095RZ,medium,low,high,no,,,,nap
6861,male,name8548@tnet.inc,1260BH,high,low,high,no,,,,nap
6862,male,name8550@tnet.inc,1702VP,low,medium,low,no,,,,nap
6863,male,name12999@tnet.uk,1985RN,medium,medium,low,yes,F,,,nap
6864,male,name12997@tnet.uk,1030EH,high,low,high,no,,,,nap
6865,female,name18895@wwmail.es,1512PR,medium,medium,medium,no,,,,nap
6866,male,name18896@wwmail.es,1074WC,high,low,high,no,,,,nap
6867,male,name26549@wwmail.uk,1285WH,medium,low,high,no,,,,nap
6868,female,name26516@wwmail.uk,1145NI,high,high,low,yes,F,,,nap
6869,female,name31@hmail.de,1701LX,high,low,high,no,,,,nap
6870,male,name2309@lomejor.es,1959XX,low,high,low,no,,,,nap
6871,female,name16908@wwmail.de,1449HK,high,medium,medium,no,,,,nap
6872,male,name12996@tnet.uk,1039YG,low,high,low,no,,,,nap
6873,male,name24287@wwmail.org,1159ZW,medium,low,high,yes,F,,,nap
6874,female,name12995@tnet.uk,1211PE,medium,low,high,no,,,,nap
6875,female,name17298@wwmail.de,1750KV,medium,medium,low,no,,,,nap
6876,female,name24283@wwmail.org,1599NS,low,low,high,no,,,,nap
6877,female,name8554@tnet.inc,1677CH,high,medium,high,no,,,,nap
6878,male,name12994@tnet.uk,1125FA,high,low,high,yes,F,,,nap
6879,male,name24280@wwmail.org,1677MN,medium,low,medium,no,,,,nap
6880,female,name7069@tnet.fr,1100ZM,medium,low,high,no,,,,nap
6881,male,name21518@wwmail.inc,1615IO,medium,low,medium,no,,,,nap
6882,female,name29538@zigzag.com,1930QF,high,medium,medium,no,,,,nap
6883,female,name8556@tnet.inc,1632NZ,medium,low,high,yes,F,,,nap
6884,female,name4250@tnet.jp,1707TM,low,medium,medium,no,,,,nap
6885,male,name24278@wwmail.org,1992KU,high,low,high,no,,,,nap
6886,female,name18899@wwmail.es,1104PK,high,low,high,no,,,,nap
6887,male,name24277@wwmail.org,1231CM,medium,low,medium,no,,,,nap
6888,male,name24276@wwmail.org,1574UJ,medium,high,low,yes,F,,,nap
6889,male,name28132@zigzag.be,1995ES,high,medium,medium,no,,,,nap
6890,male,name7070@tnet.fr,1653GS,medium,low,high,no,,,,nap
6891,female,name12993@tnet.uk,1002EH,medium,high,low,no,,,,nap
6892,male,name4253@tnet.jp,1944FJ,high,low,high,no,,,,nap
6893,female,name12992@tnet.uk,1474TS,high,medium,medium,yes,F,,,nap
6894,female,name7071@tnet.fr,1228JU,high,low,high,no,,,,nap
6895,male,name12990@tnet.uk,1692QH,low,high,low,no,,,,nap
6896,female,name7073@tnet.fr,1449QN,medium,low,high,no,,,,nap
6897,male,name27954@zigzag.be,1041JP,high,low,medium,no,,,,nap
6898,female,name8564@tnet.inc,1019ZO,high,low,high,yes,F,,,nap
6899,female,name27897@zigzag.be,1358MU,medium,low,high,no,,,,nap
6900,female,name16996@wwmail.de,1809PQ,medium,low,medium,no,,,,nap
6901,female,name12987@tnet.uk,1774YO,high,medium,medium,no,,,,nap
6902,male,name24274@wwmail.org,1453XP,low,low,high,no,,,,nap
6903,female,name16221@wwmail.de,1271DF,low,low,high,yes,F,,,nap
6904,female,name15552@wwmail.de,1336UL,high,medium,high,no,,,,nap
6905,male,name8565@tnet.inc,1517BC,high,high,low,no,,,,nap
6906,male,name14999@wwmail.de,1099FE,high,low,medium,no,,,,nap
6907,male,name27088wwmail.uk,1020FR,medium,medium,medium,no,,,,nap
6908,female,name27084@wwmail.uk,1628CR,medium,medium,medium,yes,F,,,nap
6909,male,name8570@tnet.inc,1972NH,medium,medium,low,no,,,,nap
6910,female,name14944@wwmail.de,1361CE,low,medium,medium,no,,,,nap
6911,female,name27072@wwmail.uk,1602XO,medium,low,high,no,,,,nap
6912,male,name14593@wwmail.de,1873DA,medium,medium,low,no,,,,nap
6913,male,name27063@wwmail.uk,1612HC,medium,low,high,yes,F,,,nap
6914,female,name12985@tnet.uk,1585TC,medium,high,low,no,,,,nap
6915,female,name12984@tnet.uk,1134BQ,low,medium,low,no,,,,nap
6916,male,name7076@tnet.fr,1750FH,high,low,high,no,,,,nap
6917,female,name16892@wwmail.de,1970ES,medium,low,medium,no,,,,nap
6918,male,name29040@zigzag.cat,1756VO,low,high,medium,yes,F,,,nap
6919,male,name8574@tnet.inc,1344FV,high,high,low,no,,,,nap
6920,male,name24273@wwmail.org,1723BM,high,medium,medium,no,,,,nap
6921,female,name7078@tnet.fr,1744AD,low,high,low,no,,,,nap
6922,male,name8582@tnet.inc,1998XX,low,high,low,no,,,,nap
6923,female,name3429@molbe.cat,1275KR,low,high,low,yes,F,,,nap
6924,male,name12983@tnet.uk,1150IV,high,low,high,no,,,,nap
6925,female,name24271@wwmail.org,1497SA,medium,medium,medium,no,,,,nap
6926,male,name2306@lomejor.es,1073VA,medium,high,low,no,,,,nap
6927,male,name4257@tnet.jp,1781EX,medium,low,high,no,,,,nap
6928,male,name16592@wwmail.de,1545KF,medium,low,medium,yes,F,,,nap
6929,male,name16515@wwmail.de,1988DE,medium,low,high,no,,,,nap
6930,male,name4261@tnet.jp,1903RB,high,low,high,no,,,,nap
6931,male,name7085@tnet.fr,1139XA,high,low,low,no,,,,nap
6932,female,name1116@hmail.uk,1017QU,medium,low,high,no,,,,nap
6933,male,name4263@tnet.jp,1652ET,medium,medium,medium,yes,F,,,nap
6934,female,name7087@tnet.fr,1333LO,low,high,low,no,,,,nap
6935,male,name2303@lomejor.es,1552OF,high,low,high,no,,,,nap
6936,male,name8607@tnet.inc,1032BN,low,medium,low,no,,,,nap
6937,female,name16299@wwmail.de,1157TP,high,low,high,no,,,,nap
6938,male,name16292@wwmail.de,1964YE,high,low,medium,yes,F,,,nap
6939,female,name12982@tnet.uk,1070LO,medium,high,low,no,,,,nap
6940,female,name3406@molbe.cat,1710EV,high,low,high,no,,,,nap
6941,female,name8611@tnet.inc,1277BP,low,low,high,no,,,,nap
6942,female,name16267@wwmail.de,1912GH,high,low,high,no,,,,nap
6943,male,name21134@wwmail.inc,1346ZN,high,low,high,yes,F,,,nap
6944,male,name26933@wwmail.uk,1737UY,high,medium,medium,no,,,,nap
6945,female,name12981@tnet.uk,1121HA,high,low,high,no,,,,nap
6946,female,name21191@wwmail.inc,1408DL,low,low,high,no,,,,nap
6947,female,name18925@wwmail.es,1522HW,low,medium,medium,no,,,,nap
6948,male,name1130@hmail.uk,1862EK,high,medium,medium,yes,F,,,nap
6949,male,name18927@wwmail.es,1440OL,high,low,high,no,,,,nap
6950,male,name15538@wwmail.de,1694DK,low,low,medium,no,,,,nap
6951,male,name12980@tnet.uk,1134JU,low,medium,medium,no,,,,nap
6952,female,name21329wwmail.inc,1001FA,medium,low,high,no,,,,nap
6953,male,name15537@wwmail.de,1324GI,high,low,high,yes,F,,,nap
6954,female,name8615@tnet.inc,1730IJ,low,medium,medium,no,,,,nap
6955,female,name3403@molbe.cat,1198DD,medium,high,low,no,,,,nap
6956,male,name29031@zigzag.cat,1129VD,high,low,high,no,,,,nap
6957,female,name8617@tnet.inc,1898QK,low,high,low,no,,,,nap
6958,female,name7095@tnet.fr,1087FO,low,high,low,yes,F,,,nap
6959,male,name4266@tnet.jp,1328RJ,low,low,high,no,,,,nap
6960,female,name21892@wwmail.inc,1388JC,medium,low,high,no,,,,nap
6961,female,name7097@tnet.fr,1234LG,high,low,high,no,,,,nap
6962,female,name12979@tnet.uk,1452SJ,low,high,low,no,,,,nap
6963,female,name24265@wwmail.org,1220ET,low,medium,low,yes,F,,,nap
6964,female,name2298@lomejor.es,1585AV,high,high,low,no,,,,nap
6965,male,name29672@zigzag.com,1234FN,high,low,high,no,,,,nap
6966,female,name18937@wwmail.es,1725TJ,high,medium,medium,no,,,,nap
6967,male,name26781@wwmail.uk,1965SH,high,low,high,no,,,,nap
6968,male,name12978@tnet.uk,1889TQ,medium,low,high,yes,F,,,nap
6969,female,name22061@wwmail.inc,1344FQ,high,low,high,no,,,,nap
6970,male,name8629@tnet.inc,1321OW,high,low,high,no,,,,nap
6971,male,name628@hmail.uk,1539PQ,high,high,low,no,,,,nap
6972,female,name2293@lomejor.es,1736BL,high,high,low,no,,,,nap
6973,male,name7104@tnet.fr,1450ML,high,low,high,yes,F,,,nap
6974,female,name12977@tnet.uk,1069JI,medium,high,low,no,,,,nap
6975,male,name18941@wwmail.es,1509YX,low,high,low,no,,,,nap
6976,female,name29025@zigzag.cat,1322OV,high,low,high,no,,,,nap
6977,male,name7105@tnet.fr,1175OV,high,low,high,no,,,,nap
6978,male,name22399@wwmail.inc,1310ON,low,medium,medium,yes,F,,,nap
6979,male,name4269@tnet.jp,1131CZ,medium,high,medium,no,,,,nap
6980,female,name24257@wwmail.org,1708LB,low,high,low,no,,,,nap
6981,male,name17276@wwmail.de,1980DV,medium,high,low,no,,,,nap
6982,female,name18949@wwmail.es,1601DA,high,high,low,no,,,,nap
6983,male,name22704@wwmail.inc,1846BF,high,low,high,yes,F,,,nap
6984,male,name4271@tnet.jp,1723TM,medium,high,low,no,,,,nap
6985,male,name18951@wwmail.es,1068TG,low,high,low,no,,,,nap
6986,male,name29804@zigzag.es,1613FB,high,high,medium,no,,,,nap
6987,male,name24256@wwmail.org,1193KJ,medium,high,low,no,,,,nap
6988,female,name7110@tnet.fr,1456RL,medium,high,low,yes,F,,,nap
6989,male,name4272@tnet.jp,1079RQ,high,low,high,no,,,,nap
6990,male,name27657@zigzag.be,1032QW,medium,high,medium,no,,,,nap
6991,female,name18953@wwmail.es,1490CS,medium,medium,medium,no,,,,nap
6992,male,name2290@lomejor.es,1961CR,low,high,low,no,,,,nap
6993,male,name665@hmail.uk,1992EW,high,low,medium,yes,F,,,nap
6994,female,name8654@tnet.inc,1255SM,high,medium,medium,no,,,,nap
6995,female,name27645@zigzag.be,1551KQ,high,medium,medium,no,,,,nap
6996,female,name23027@wwmail.inc,1156RC,medium,low,high,no,,,,nap
6997,male,name23050@wwmail.inc,1228PB,high,high,low,no,,,,nap
6998,female,name7115@tnet.fr,1894TJ,medium,low,high,yes,F,,,nap
6999,male,name4274@tnet.jp,1976OL,medium,low,medium,no,,,,nap
7000,female,name12976@tnet.uk,1324TO,medium,high,low,no,,,,nap
7001,female,name4275@tnet.jp,1142SS,high,low,medium,no,,,,nap
7002,female,name8660@tnet.inc,1479BZ,medium,medium,low,no,,,,nap
7003,male,name8663@tnet.inc,1656IE,low,medium,low,yes,F,,,nap
7004,male,name18966@wwmail.es,1412GK,high,medium,medium,no,,,,nap
7005,male,name29596@zigzag.com,1333FK,medium,low,high,no,,,,nap
7006,male,name16794@wwmail.de,1948XZ,medium,medium,low,no,,,,nap
7007,female,name3364@molbe.cat,1468ID,medium,high,low,no,,,,nap
7008,male,name16761@wwmail.de,1330ZD,medium,medium,low,yes,F,,,nap
7009,male,name12975@tnet.uk,1336YZ,low,medium,medium,no,,,,nap
7010,male,name26557@wwmail.uk,1559RN,high,low,medium,no,,,,nap
7011,male,name12974@tnet.uk,1182PW,low,low,medium,no,,,,nap
7012,female,name29016@zigzag.cat,1652CI,low,low,medium,no,,,,nap
7013,male,name18976@wwmail.es,1525YC,high,low,high,yes,F,,,nap
7014,female,name18978@wwmail.es,1778CB,medium,low,high,no,,,,nap
7015,female,name29862@zigzag.es,1154KT,low,medium,medium,no,,,,nap
7016,male,name18980@wwmail.es,1517NS,medium,low,high,no,,,,nap
7017,male,name7121@tnet.fr,1416OS,medium,low,high,no,,,,nap
7018,female,name2286@lomejor.es,1391BZ,high,low,high,yes,F,,,nap
7019,female,name20791@wwmail.inc,1828HR,low,medium,medium,no,,,,nap
7020,male,name7123@tnet.fr,1927GG,high,low,high,no,,,,nap
7021,male,name16413@wwmail.de,1561WA,high,low,high,no,,,,nap
7022,female,name29436@zigzag.jp,1993AP,medium,low,high,no,,,,nap
7023,male,name20831@wwmail.inc,1043OA,high,medium,medium,yes,F,,,nap
7024,female,name16395wwmail.de,1850BA,high,medium,medium,no,,,,nap
7025,male,name2285@lomejor.es,1852JI,high,high,low,no,,,,nap
7026,female,name12973@tnet.uk,1497LW,high,high,low,no,,,,nap
7027,male,name8672@tnet.inc,1320BV,low,medium,medium,no,,,,nap
7028,female,name8674@tnet.inc,1118XE,high,low,medium,yes,F,,,nap
7029,male,name12972@tnet.uk,1969ZB,medium,high,medium,no,,,,nap
7030,male,name4279@tnet.jp,1755FK,high,low,medium,no,,,,nap
7031,male,name18987@wwmail.es,1532XZ,high,low,high,no,,,,nap
7032,female,name3358@molbe.cat,1072DP,high,medium,low,no,,,,nap
7033,female,name3355@molbe.cat,1749KS,high,low,high,yes,F,,,nap
7034,male,name16141@wwmail.de,1366GG,low,high,low,no,,,,nap
7035,female,name16083@wwmail.de,1030VE,high,high,low,no,,,,nap
7036,female,name16027@wwmail.de,1077AQ,low,high,low,no,,,,nap
7037,female,name21057@wwmail.inc,1411HQ,high,low,high,no,,,,nap
7038,male,name12969@tnet.uk,1428PU,high,low,medium,yes,F,,,nap
7039,male,name15990@wwmail.de,1905XJ,high,low,high,no,,,,nap
7040,female,name27504@zigzag.be,1232GM,high,high,low,no,,,,nap
7041,male,name18992@wwmail.es,1349UO,low,medium,low,no,,,,nap
7042,female,name18993@wwmail.es,1786ZL,medium,low,high,no,,,,nap
7043,female,name18994@wwmail.es,1349BX,low,medium,medium,yes,F,,,nap
7044,male,name1161@hmail.uk,1666CJ,high,low,medium,no,,,,nap
7045,male,name7127@tnet.fr,1127CS,medium,medium,low,no,,,,nap
7046,female,name18999@wwmail.es,1427TH,medium,medium,medium,no,,,,nap
7047,female,name721@hmail.uk,1868QH,high,medium,low,no,,,,nap
7048,male,name27465@zigzag.be,1598OP,medium,low,high,yes,F,,,nap
7049,female,name4283@tnet.jp,1968MH,medium,low,high,no,,,,nap
7050,female,name28995@zigzag.cat,1577FS,high,low,high,no,,,,nap
7051,male,name15920@wwmail.de,1380YA,high,high,low,no,,,,nap
7052,female,name24251@wwmail.org,1434EM,high,low,high,no,,,,nap
7053,male,name19006@wwmail.es,1460FU,medium,high,low,yes,F,,,nap
7054,female,name24250@wwmail.org,1399SB,low,low,medium,no,,,,nap
7055,male,name3346@molbe.cat,1917BN,medium,high,low,no,,,,nap
7056,female,name19007@wwmail.es,1069RA,high,high,low,no,,,,nap
7057,female,name12968@tnet.uk,1657OL,medium,medium,medium,no,,,,nap
7058,male,name21333@wwmail.inc,1895HD,medium,medium,medium,yes,F,,,nap
7059,female,name27439@zigzag.be,1529VB,low,high,low,no,,,,nap
7060,male,name19012@wwmail.es,1789BN,low,low,high,no,,,,nap
7061,male,name8690@tnet.inc,1975GR,high,low,high,no,,,,nap
7062,male,name15663@wwmail.de,1011OA,medium,medium,medium,no,,,,nap
7063,male,name24249@wwmail.org,1975GR,low,medium,high,yes,F,,,nap
7064,female,name26081@wwmail.uk,1170SC,low,high,low,no,,,,nap
7065,female,name4284tnet.jp,1695MT,medium,medium,medium,no,,,,nap
7066,male,name12966@tnet.uk,1124YX,low,high,low,no,,,,nap
7067,female,name7132@tnet.fr,1032OX,high,medium,medium,no,,,,nap
7068,male,name12964@tnet.uk,1173NU,medium,medium,medium,yes,F,,,nap
7069,female,name29167@zigzag.jp,1662IF,low,high,low,no,,,,nap
7070,male,name24248wwmail.org,1156XJ,high,low,high,no,,,,nap
7071,male,name4285@tnet.jp,1788TB,high,high,low,no,,,,nap
7072,male,name15331@wwmail.de,1650KN,high,low,high,no,,,,nap
7073,female,name19023@wwmail.es,1984FA,medium,medium,medium,yes,F,,,nap
7074,female,name24247@wwmail.org,1266IJ,high,low,high,no,,,,nap
7075,female,name25980@wwmail.uk,1147KI,high,high,low,no,,,,nap
7076,female,name15303@wwmail.de,1044HG,high,low,high,no,,,,nap
7077,male,name8696@tnet.inc,1736WL,high,low,high,no,,,,nap
7078,male,name7136tnet.fr,1154IY,medium,high,low,yes,F,,,nap
7079,male,name12963@tnet.uk,1128XA,medium,low,high,no,,,,nap
7080,male,name358@hmail.inc,1485TH,low,high,low,no,,,,nap
7081,male,name15062@wwmail.de,1055CI,low,medium,low,no,,,,nap
7082,female,name4286@tnet.jp,1354TQ,medium,medium,low,no,,,,nap
7083,female,name19035@wwmail.es,1160QB,high,high,low,yes,F,,,nap
7084,female,name3335@molbe.cat,1892IT,medium,high,medium,no,,,,nap
7085,male,name4287@tnet.jp,1239CB,low,medium,medium,no,,,,nap
7086,female,name29195@zigzag.jp,1347YU,low,high,low,no,,,,nap
7087,male,name24246@wwmail.org,1790JM,high,high,low,no,,,,nap
7088,male,name19040@wwmail.es,1275SS,medium,low,high,yes,F,,,nap
7089,female,name12962@tnet.uk,1656QA,low,medium,medium,no,,,,nap
7090,male,name12961@tnet.uk,1045WB,high,medium,medium,no,,,,nap
7091,male,name29198@zigzag.jp,1577AP,medium,high,low,no,,,,nap
7092,male,name12960@tnet.uk,1230EL,high,low,high,no,,,,nap
7093,male,name22278@wwmail.inc,1834JN,high,medium,medium,yes,F,,,nap
7094,female,name27307@zigzag.be,1304NU,low,low,high,no,,,,nap
7095,female,name12958@tnet.uk,1797QY,medium,medium,medium,no,,,,nap
7096,female,name22318@wwmail.inc,1843CY,medium,low,high,no,,,,nap
7097,male,name4289@tnet.jp,1569YU,high,medium,medium,no,,,,nap
7098,female,name12957@tnet.uk,1018WI,medium,low,high,yes,F,,,nap
7099,female,name28986@zigzag.cat,1536VY,medium,medium,low,no,,,,nap
7100,male,name19046@wwmail.es,1992IY,medium,high,low,no,,,,nap
7101,male,name22425@wwmail.inc,1015SA,high,medium,medium,no,,,,nap
7102,male,name17220@wwmail.de,1819CF,high,low,high,no,,,,nap
7103,female,name4291@tnet.jp,1796OY,high,medium,medium,yes,F,,,nap
7104,female,name22488@wwmail.inc,1240JI,medium,low,medium,no,,,,nap
7105,male,name19056@wwmail.es,1594AP,medium,medium,low,no,,,,nap
7106,female,name29908@zigzag.fr,1979FI,medium,low,high,no,,,,nap
7107,female,name25694@wwmail.uk,1593GT,high,medium,medium,no,,,,nap
7108,male,name519@hmail.uk,1543UN,low,high,low,yes,F,,,nap
7109,male,name19058@wwmail.es,1894JR,low,low,medium,no,,,,nap
7110,male,name25670@wwmail.uk,1711OO,low,medium,medium,no,,,,nap
7111,female,name17125@wwmail.de,1659FK,high,low,high,no,,,,nap
7112,female,name24245@wwmail.org,1941NP,medium,medium,low,no,,,,nap
7113,female,name29894@zigzag.fr,1362GL,low,medium,medium,yes,F,,,nap
7114,male,name8714@tnet.inc,1263ZK,medium,low,high,no,,,,nap
7115,female,name8717@tnet.inc,1135RI,high,high,medium,no,,,,nap
7116,female,name3326@molbe.cat,1669JL,low,medium,low,no,,,,nap
7117,male,name8721@tnet.inc,1213GY,low,high,medium,no,,,,nap
7118,female,name22745@wwmail.inc,1223TA,high,medium,high,yes,F,,,nap
7119,male,name192@hmail.inc,1681JR,medium,medium,medium,no,,,,nap
7120,male,name12956@tnet.uk,1446PS,high,low,high,no,,,,nap
7121,female,name3323@molbe.cat,1724VV,low,medium,medium,no,,,,nap
7122,female,name24244@wwmail.org,1021VB,medium,medium,medium,no,,,,nap
7123,female,name12955@tnet.uk,1569GA,medium,low,medium,yes,F,,,nap
7124,female,name22785@wwmail.inc,1783WH,medium,high,low,no,,,,nap
7125,male,name24243@wwmail.org,1537CD,high,low,high,no,,,,nap
7126,male,name24240@wwmail.org,1024EA,high,low,high,no,,,,nap
7127,male,name8727@tnet.inc,1585LY,low,medium,low,no,,,,nap
7128,male,name4296@tnet.jp,1279UB,medium,medium,low,yes,F,,,nap
7129,male,name4297@tnet.jp,1758QK,low,medium,medium,no,,,,nap
7130,female,name25548@wwmail.uk,1436JG,high,low,high,no,,,,nap
7131,male,name12954@tnet.uk,1222SF,high,medium,medium,no,,,,nap
7132,female,name116@hmail.fr,1628HA,low,medium,high,no,,,,nap
7133,male,name27171@zigzag.be,1175AD,medium,low,medium,yes,F,,,nap
7134,female,name24238@wwmail.org,1323GY,high,medium,medium,no,,,,nap
7135,male,name12953@tnet.uk,1139VM,high,low,medium,no,,,,nap
7136,male,name202@hmail.inc,1824FR,medium,high,medium,no,,,,nap
7137,male,name2277@lomejor.es,1208CT,medium,low,high,no,,,,nap
7138,female,name29246@zigzag.jp,1525PH,medium,low,high,yes,F,,,nap
7139,female,name29248@zigzag.jp,1912ZW,medium,high,medium,no,,,,nap
7140,male,name12951@tnet.uk,1340XY,medium,low,high,no,,,,nap
7141,male,name22896@wwmail.inc,1211QB,medium,low,medium,no,,,,nap
7142,male,name1206@hmail.uk,1149RL,low,medium,medium,no,,,,nap
7143,male,name16872@wwmail.de,1591TG,medium,low,high,yes,F,,,nap
7144,female,name24237@wwmail.org,1943WN,medium,high,low,no,,,,nap
7145,female,name599@hmail.uk,1665YA,low,low,high,no,,,,nap
7146,female,name22927@wwmail.inc,1279DY,high,low,low,no,,,,nap
7147,male,name12950@tnet.uk,1264QG,high,medium,medium,no,,,,nap
7148,female,name8736@tnet.inc,1815CY,medium,low,high,yes,F,,,nap
7149,male,name16860@wwmail.de,1639OZ,low,medium,high,no,,,,nap
7150,male,name19078@wwmail.es,1767KT,medium,medium,medium,no,,,,nap
7151,male,name12949@tnet.uk,1755AD,low,low,medium,no,,,,nap
7152,male,name4298@tnet.jp,1052FE,high,low,high,no,,,,nap
7153,female,name22963@wwmail.inc,1092AJ,high,medium,high,yes,T,03/03/11,30,no
7154,female,name12948@tnet.uk,1729MX,medium,medium,medium,no,,,,nap
7155,female,name8738@tnet.inc,1733ZW,low,high,low,no,,,,nap
7156,female,name12947@tnet.uk,1961EH,high,medium,low,no,,,,nap
7157,female,name12946@tnet.uk,1172NV,high,medium,medium,no,,,,nap
7158,male,name12944@tnet.uk,1046YR,low,high,low,yes,F,,,nap
7159,male,name3301@molbe.cat,1401YM,low,low,high,no,,,,nap
7160,male,name16754@wwmail.de,1570HJ,low,high,low,no,,,,nap
7161,male,name8741@tnet.inc,1514YF,low,high,low,no,,,,nap
7162,female,name4301@tnet.jp,1857YS,high,medium,high,no,,,,nap
7163,female,name7158@tnet.fr,1202EP,medium,medium,medium,yes,F,,,nap
7164,female,name19100@wwmail.es,1714JN,low,high,low,no,,,,nap
7165,female,name19104@wwmail.es,1146MQ,low,medium,medium,no,,,,nap
7166,female,name24235@wwmail.org,1473OC,medium,low,high,no,,,,nap
7167,male,name23163@wwmail.inc,1120IU,high,low,high,no,,,,nap
7168,male,name19108@wwmail.es,1945CL,medium,high,low,yes,F,,,nap
7169,male,name27149@wwmail.uk,1581LI,low,high,medium,no,,,,nap
7170,female,name8744@tnet.inc,1064BW,high,low,high,no,,,,nap
7171,male,name3300@molbe.cat,1575VM,medium,medium,medium,no,,,,nap
