ZIP	CUSTOMER_ID	GENDER	CREDITLIMIT	ZODIAC	E-MAIL ADDRESS	ORDERDATE	AMOUNT_SPENT	MAILING_ID_1.0	MAILING_ID_2.0	1.0_RESPONSE	2.0_RESPONSE	pct_working	pct_with_car	pct_house_owners
"1247PD"	2609.000000	"F"	2004.000000	9.000000	"name13606@tnet.uk"	2009-09-29	317.107435	"F"	"T"		0.000000	78	96	63
"1161YJ"	2610.000000	"F"	265.000000	8.000000	"name27619@zigzag.be"	2010-10-13	1102.431859	"F"	"T"		0.000000	81	88	69
"1598JI"	2611.000000	"F"	7998.000000	8.000000	"name14824@wwmail.de"	2006-04-25	223.687016	"F"	"T"		0.000000	84	89	71
"1902LG"	2612.000000	"M"	4641.000000	8.000000	"name13605@tnet.uk"	2000-04-07	563.270000	"F"	"T"		0.000000	71	89	54
"1153GM"	2613.000000	"F"	2373.000000	2.000000	"name26583@wwmail.uk"	1999-12-11	1676.500000	"T"	"T"	0.000000	0.000000	77	89	61
"1014LQ"	2614.000000	"F"	1950.000000	6.000000	"name26586@wwmail.uk"	2009-12-05	1337.755184	"F"	"T"		0.000000	73	86	61
"1422TK"	2615.000000	"M"	6957.000000	7.000000	"name5586@tnet.jp"	2009-09-07	521.011835	"F"	"T"		0.000000	85	90	70
"1279LE"	2616.000000	"M"	9388.000000	5.000000	"name528@hmail.uk"	2009-05-20	1292.839155	"F"	"T"		0.000000	73	89	57
"1746VX"	2617.000000	"F"	1484.000000	4.000000	"name13602@tnet.uk"	2001-07-12	702.050000	"F"	"T"		0.000000	92	92	76
"1893ZC"	2618.000000	"F"	2716.000000	9.000000	"name24146@wwmail.org"	2009-01-23	520.322127	"T"	"T"	0.000000	0.000000	86	89	72
"1292UR"	2619.000000	"F"	875.000000	5.000000	"name22311@wwmail.inc"	2004-04-16	54.710000	"F"	"T"		0.000000	82	92	70
"1715KC"	2620.000000	"F"	2305.000000	9.000000	"name13600@tnet.uk"	2003-05-21	490.740000	"F"	"T"		0.000000	80	92	63
"1343VV"	2621.000000	"F"	4522.000000	5.000000	"name29202@zigzag.jp"	1999-05-13	693.080000	"F"	"T"		0.000000	77	91	63
"1608VZ"	2622.000000	"F"	4132.000000	1.000000	"name10041@tnet.inc"	2003-08-19	1308.600000	"F"	"T"		0.000000	71	90	57
"1304JT"	2623.000000	"F"	1131.000000	4.000000	"name13599@tnet.uk"	2000-04-19	296.760000	"T"	"T"	0.000000	0.000000	81	90	66
"1090IC"	2624.000000	"F"	2322.000000	4.000000	"name5587@tnet"	2002-09-20	629.840000	"F"	"T"		0.000000	85	93	69
"1792AS"	2625.000000	"F"	6819.000000	12.000000	"name24141@wwmai"	2002-02-23	209.340000	"F"	"T"		0.000000	80	92	64
"1078ZR"	2626.000000	"M"	2794.000000	5.000000	"name13598@tnet.uk"	2010-08-29	1615.183138	"F"	"T"		0.000000	81	92	68
"1641IV"	2627.000000	"M"	6463.000000	11.000000	"name20057@wwmail.es"	2010-06-06	1281.001872	"F"	"T"		0.000000	72	90	60
"1139JE"	2628.000000	"F"	6770.000000	8.000000	"name24138@wwmail.org"	2000-09-05	70.960000	"T"	"T"	0.000000	0.000000	75	91	61
"1787DW"	2629.000000	"F"	1675.000000	3.000000	"name14830@wwmail.de"	2001-03-28	999.170000	"F"	"T"		0.000000	77	89	59
"1635PY"	2630.000000	"M"	8145.000000	4.000000	"name22305@wwmail.inc"	2000-11-01	614.320000	"F"	"T"		0.000000	83	90	73
"1876RF"	2631.000000	"F"	8651.000000	10.000000	"name13597@tnet.uk"	2007-10-11	908.084979	"F"	"T"		0.000000	81	91	64
"1969ZB"	2632.000000	"F"	277.000000	8.000000	"name5588@tnet.jp"	2009-10-27	1522.120358	"F"	"T"		0.000000	79	90	63
"1755FK"	2633.000000	"F"	4340.000000	4.000000	"name14831@wwmail.de"	2003-01-28	577.620000	"T"	"T"	0.000000	0.000000	84	92	67
"1532XZ"	2634.000000	"F"	1996.000000	1.000000	"name3156@molbe.cat"	2000-04-21	514.480000	"F"	"T"		0.000000	79	88	65
"1072DP"	2635.000000	"F"	8641.000000	9.000000	"name24133@wwmail.org"	2004-08-01	548.950000	"F"	"T"		0.000000	82	92	67
"1749KS"	2636.000000	"F"	445.000000	4.000000	"name1510@lomejor.es"	2009-07-16	289.913446	"F"	"T"		0.000000	79	92	67
"1366GG"	2637.000000	"F"	2608.000000	6.000000	"name5591tnet.jp"	2001-10-12	163.120000	"F"	"T"		0.000000	75	87	60
"1030VE"	2638.000000	"F"	8046.000000	4.000000	"name13596@tnet.uk"	2004-02-01	1883.470000	"T"	"T"	0.000000	0.000000	84	89	68
"1077AQ"	2639.000000	"M"	7765.000000	12.000000	"name22301@wwmail.inc"	2003-02-06	433.230000	"F"	"T"		0.000000	78	92	62
"1411HQ"	2640.000000	"F"	141.000000	3.000000	"name26734@wwmail.uk"	2009-02-26	133.672051	"F"	"T"		0.000000	69	89	53
"1428PU"	2641.000000	"F"	804.000000	4.000000	"name14834@wwmail.de"	2003-03-14	1588.150000	"F"	"T"		0.000000	81	89	65
"1905XJ"	2642.000000	"M"	9705.000000	5.000000	"name22299@wwmail.inc"	2003-06-05	1828.040000	"F"	"T"		0.000000	84	90	70
"1232GM"	2643.000000	"F"	2793.000000	3.000000	"name20055@wwmail.es"	2008-12-16	854.981437	"T"	"T"	0.000000	0.000000	87	91	71
"1349UO"	2644.000000	"M"	5320.000000	3.000000	"name5592@tnet.jp"	1999-12-05	916.300000	"F"	"T"		0.000000	79	91	63
"1786ZL"	2645.000000	"F"	4834.000000	3.000000	"name13595@tnet.uk"	2002-09-30	691.580000	"F"	"T"		0.000000	82	90	66
"1349BX"	2646.000000	"M"	8546.000000	8.000000	"name29737@zigzag.com"	2000-05-21	480.960000	"F"	"T"		0.000000	82	94	64
"1666CJ"	2647.000000	"M"	8225.000000	8.000000	"name24125@wwmail.org"	2010-12-10	546.408308	"F"	"T"		0.000000	82	93	65
"1127CS"	2648.000000	"F"	4546.000000	11.000000	"name6628@tnet.fr"	2010-09-27	607.392359	"T"	"T"	0.000000	0.000000	73	94	58
"1427TH"	2649.000000	"M"	4477.000000	9.000000	"name14836@wwmail.de"	2000-05-04	861.140000	"F"	"T"		0.000000	80	90	65
"1868QH"	2650.000000	"F"	426.000000	4.000000	"name24123@wwmail.org"	2006-04-04	32.862147	"F"	"T"		0.000000	80	88	68
"1598OP"	2651.000000	"F"	3040.000000	2.000000	"name29144@zigzag.jp"	2010-06-14	693.652480	"F"	"T"		0.000000	81	91	65
"1968MH"	2652.000000	"F"	1277.000000	11.000000	"name6780@tnet.fr"	2004-02-24	275.200000	"F"	"T"		0.000000	86	92	71
"1577FS"	2653.000000	"M"	2904.000000	8.000000	"name10725@tnet.inc"	2010-04-01	319.080447	"T"	"T"	0.000000	0.000000	75	93	62
"1380YA"	2654.000000	"M"	3941.000000	3.000000	"name13594@tnet.uk"	2000-12-07	276.090000	"F"	"T"		0.000000	81	92	66
"1434EM"	2655.000000	"M"	8520.000000	8.000000	"name14844@wwmail.de"	2004-10-06	483.700000	"F"	"T"		0.000000	79	87	61
"1460FU"	2656.000000	"M"	5085.000000	1.000000	"name26830@wwmail.uk"	2010-10-11	238.428021	"F"	"T"		0.000000	72	91	58
"1399SB"	2657.000000	"F"	662.000000	1.000000	"name28385@zigzag.cat"	2003-11-15	2259.160000	"F"	"T"		0.000000	87	93	72
"1917BN"	2658.000000	"M"	3782.000000	10.000000	"name3662@molbe.cat"	2010-09-07	195.053961	"T"	"T"	0.000000	0.000000	79	89	64
"1069RA"	2659.000000	"F"	2237.000000	7.000000	"name3718@molbe.cat"	2010-01-11	950.786399	"F"	"T"		0.000000	76	89	64
"1657OL"	2660.000000	"F"	548.000000	6.000000	"name22292@wwmail.inc"	2007-10-10	682.660535	"F"	"T"		0.000000	85	88	69
"1895HD"	2661.000000	"F"	1802.000000	11.000000	"name10838tnet.inc"	2004-10-15	738.580000	"F"	"T"		0.000000	77	86	62
"1529VB"	2662.000000	"M"	9183.000000	12.000000	"name5593@tnet.jp"	2009-12-19	432.233573	"F"	"T"		0.000000	70	93	55
"1789BN"	2663.000000	"F"	5873.000000	7.000000	"name22289@wwmail.inc"	2000-03-27	554.720000	"T"	"T"	0.000000	0.000000	85	89	72
"1975GR"	2664.000000	"F"	165.000000	9.000000	"name13593@tnet.uk"	1999-09-16	675.700000	"F"	"T"		0.000000	76	92	62
"1011OA"	2665.000000	"F"	5095.000000	3.000000	"name20052@wwmail.es"	2010-03-13	581.446670	"F"	"T"		0.000000	68	87	50
"1975GR"	2666.000000	"F"	4517.000000	8.000000	"name6023@tnet.fr"	2010-04-29	1032.808829	"F"	"T"		0.000000	76	92	62
"1170SC"	2667.000000	"F"	4744.000000	9.000000	"name22285@wwmail.inc"	2008-09-19	309.963443	"F"	"T"		0.000000	70	87	54
"1695MT"	2668.000000	"F"	3252.000000	10.000000	"name14849@wwmail.de"	2003-12-02	605.180000	"T"	"T"	0.000000	0.000000	78	87	68
"1124YX"	2669.000000	"F"	6321.000000	6.000000	"name11001@tnet.inc"	2009-11-03	622.433922	"F"	"T"		0.000000	79	89	62
"1032OX"	2670.000000	"M"	6041.000000	8.000000	"name13592@tnet.uk"	1999-06-27	32.760000	"F"	"T"		0.000000	80	92	66
"1173NU"	2671.000000	"F"	1780.000000	2.000000	"name20051@wwmail.es"	2000-01-10	205.800000	"F"	"T"		0.000000	77	91	63
"1662IF"	2672.000000	"F"	8850.000000	4.000000	"name24108@wwmail.org"	2008-10-02	732.649766	"F"	"T"		0.000000	85	91	68
"1156XJ"	2673.000000	"M"	553.000000	9.000000	"name22281@wwmail.inc"	1999-02-18	1924.380000	"T"	"T"	0.000000	0.000000	75	91	57
"1788TB"	2674.000000	"F"	6959.000000	10.000000	"name24106@wwmail.org"	2002-01-15	286.120000	"F"	"T"		0.000000	80	90	67
"1650KN"	2675.000000	"F"	889.000000	2.000000	"name1451@lomejor.es"	2000-05-18	605.290000	"F"	"T"		0.000000	81	94	67
"1984FA"	2676.000000	"M"	1861.000000	5.000000	"name13591@tnet.uk"	2001-01-29	400.700000	"F"	"T"		0.000000	78	88	61
"1266IJ"	2677.000000	"M"	1684.000000	12.000000	"name5597@tnet.jp"	2004-12-01	361.640000	"F"	"T"		0.000000	70	88	53
"1147KI"	2678.000000	"M"	6938.000000	9.000000	"name14850@wwmail.de"	2009-06-11	607.874832	"T"	"T"	0.000000	0.000000	87	89	71
"1044HG"	2679.000000	"M"	938.000000	3.000000	"name1388@lomejor.es"	1999-08-08	799.830000	"F"	"T"		0.000000	89	90	75
"1736WL"	2680.000000	"F"	9789.000000	11.000000	"name13590@tnet.uk"	2003-12-17	844.100000	"F"	"T"		0.000000	89	89	74
"1154IY"	2681.000000	"F"	243.000000	2.000000	"name20048@wwmail.es"	2006-08-16	432.862808	"F"	"T"		0.000000	83	90	68
"1128XA"	2682.000000	"M"	8861.000000	5.000000	"name22274@wwmail.inc"	2003-02-24	918.000000	"F"	"T"		0.000000	84	90	68
"1485TH"	2683.000000	"F"	5273.000000	10.000000	"name20047@wwmail.es"	2008-01-14	808.866382	"T"	"T"	0.000000	0.000000	89	89	73
"1055CI"	2684.000000	"F"	6735.000000	11.000000	"name14852@wwmail.de"	2004-11-27	4071.086485	"F"	"T"		1.000000	91	89	76
"1354TQ"	2685.000000	"F"	7387.000000	12.000000	"name8236@tnet.inc"	2000-10-01	709.650000	"F"	"T"		0.000000	84	89	73
"1160QB"	2686.000000	"F"	6651.000000	9.000000	"name5598@tnet.jp"	1999-02-02	698.280000	"F"	"T"		0.000000	72	92	58
"1892IT"	2687.000000	"F"	9546.000000	4.000000	"name8344@tnet.inc"	2003-10-16	755.900000	"F"	"T"		0.000000	86	87	72
"1239CB"	2688.000000	"F"	6749.000000	11.000000	"name1374@lomejor.es"	2001-02-08	891.370000	"T"	"T"	0.000000	0.000000	71	90	51
"1347YU"	2689.000000	"F"	7182.000000	9.000000	"name24092@wwmail.org"	2008-08-15	477.682640	"F"	"T"		0.000000	83	90	72
"1790JM"	2690.000000	"F"	4790.000000	4.000000	"name28379@zigzag.cat"	2003-05-17	1654.800000	"F"	"T"		0.000000	77	91	62
"1275SS"	2691.000000	"F"	8463.000000	5.000000	"name29747@zigzag.com"	2002-12-21	285.080000	"F"	"T"		0.000000	86	92	72
"1656QA"	2692.000000	"F"	7819.000000	8.000000	"name13589@tnet.uk"	2004-04-18	1291.830000	"F"	"T"		0.000000	74	92	59
"1045WB"	2693.000000	"F"	1662.000000	3.000000	"name14862@wwmail.de"	2004-10-27	981.453547	"T"	"T"	0.000000	1.000000	76	90	63
"1577AP"	2694.000000	"M"	5075.000000	5.000000	"name14869@wwmail.de"	2004-03-01	2379.120000	"F"	"T"		0.000000	75	92	58
"1230EL"	2695.000000	"F"	8076.000000	11.000000	"name20046@wwmail.es"	2010-01-23	1714.126015	"F"	"T"		0.000000	80	90	65
"1834JN"	2696.000000	"M"	1386.000000	4.000000	"name5600@tnet.jp"	2004-07-11	1708.840000	"F"	"T"		0.000000	78	90	65
"1304NU"	2697.000000	"F"	7584.000000	2.000000	"name28149@zigzag.be"	2007-09-16	399.875207	"F"	"T"		0.000000	83	90	66
"1797QY"	2698.000000	"F"	7203.000000	9.000000	"name20045@wwmail.es"	2004-11-01	705.940000	"T"	"T"	0.000000	0.000000	77	91	64
"1843CY"	2699.000000	"M"	2532.000000	9.000000	"name14872@wwmail.de"	2006-10-19	286.849680	"F"	"T"		0.000000	88	91	71
"1569YU"	2700.000000	"F"	176.000000	3.000000	"name13588@tnet.uk"	2002-02-19	624.320000	"F"	"T"		0.000000	79	92	65
"1018WI"	2701.000000	"F"	1478.000000	4.000000	"name22262@wwmail.inc"	2003-05-22	37.640000	"F"	"T"		0.000000	81	94	66
"1536VY"	2702.000000	"F"	7226.000000	11.000000	"name1426@lomejor.es"	2007-05-08	242.593664	"F"	"T"		0.000000	80	91	63
"1992IY"	2703.000000	"M"	201.000000	3.000000	"name24083@wwmail.org"	2006-03-22	419.549404	"T"	"T"	0.000000	0.000000	82	90	65
"1015SA"	2704.000000	"M"	7709.000000	6.000000	"name8441@tnet.inc"	1999-06-12	175.980000	"F"	"T"		0.000000	85	92	68
"1819CF"	2705.000000	"F"	9171.000000	3.000000	"name24082@wwmail.org"	2009-12-16	699.792035	"F"	"T"		0.000000	79	91	64
"1796OY"	2706.000000	"M"	906.000000	8.000000	"name14876@wwmail.de"	2009-09-10	1093.264685	"F"	"T"		0.000000	85	89	70
"1240JI"	2707.000000	"F"	1055.000000	4.000000	"name13586@tnet.uk"	2009-04-27	883.817571	"F"	"T"		0.000000	72	93	57
"1594AP"	2708.000000	"F"	9526.000000	2.000000	"name3368@molbe.cat"	2007-12-20	82.397263	"T"	"T"	0.000000	0.000000	78	87	60
"1979FI"	2709.000000	"F"	5306.000000	7.000000	"name22259@wwmail.inc"	2009-08-11	1011.314851	"F"	"T"		0.000000	75	90	64
"1593GT"	2710.000000	"M"	472.000000	7.000000	"name2282@lomejor.es"	2007-01-17	668.507529	"F"	"T"		0.000000	83	89	69
"1543UN"	2711.000000	"F"	3864.000000	3.000000	"name13585@tnet.uk"	2010-07-09	991.813935	"F"	"T"		0.000000	72	94	59
"1894JR"	2712.000000	"F"	2077.000000	2.000000	"name20638@wwmail.es"	2002-04-11	2035.820000	"F"	"T"		0.000000	84	92	67
"1711OO"	2713.000000	"F"	1166.000000	2.000000	"name14878@wwmail.de"	2002-03-17	570.800000	"T"	"T"	0.000000	0.000000	85	92	69
"1659FK"	2714.000000	"M"	4133.000000	11.000000	"name14880@wwmail.de"	2002-04-29	212.420000	"F"	"T"		0.000000	81	89	67
"1941NP"	2715.000000	"M"	6344.000000	9.000000	"name233@hmail.inc"	2006-09-28	1086.792713	"F"	"T"		0.000000	78	93	63
"1362GL"	2716.000000	"M"	1173.000000	4.000000	"name27993@zigzag.be"	2004-08-29	1180.150000	"F"	"T"		0.000000	83	92	66
"1263ZK"	2717.000000	"F"	3123.000000	5.000000	"name28046@zigzag.be"	2008-05-02	170.838451	"F"	"T"		0.000000	74	92	57
"1135RI"	2718.000000	"M"	2838.000000	4.000000	"name13584@tnet.uk"	2008-07-14	373.432441	"T"	"T"	0.000000	0.000000	70	89	56
"1669JL"	2719.000000	"M"	5745.000000	1.000000	"name757@hmail.uk"	2010-02-13	770.582706	"F"	"T"		0.000000	83	94	67
"1213GY"	2720.000000	"M"	4274.000000	6.000000	"name20041@wwmail.es"	2008-12-12	502.177015	"F"	"T"		0.000000	76	89	62
"1223TA"	2721.000000	"M"	8762.000000	9.000000	"name2241@lomejor.es"	2001-12-20	1049.730000	"F"	"T"		0.000000	83	94	70
"1681JR"	2722.000000	"F"	6396.000000	7.000000	"name5602@tnet.jp"	2001-01-29	290.570000	"F"	"T"		0.000000	73	91	56
"1446PS"	2723.000000	"M"	3911.000000	2.000000	"name20040@wwmail.es"	1999-01-25	1502.910000	"T"	"T"	0.000000	0.000000	80	89	65
"1724VV"	2724.000000	"F"	5542.000000	7.000000	"name2238@lomejor.es"	2004-02-12	711.680000	"F"	"T"		0.000000	85	91	68
"1021VB"	2725.000000	"F"	872.000000	5.000000	"name8901@tnet.inc"	2004-04-01	660.200000	"F"	"T"		0.000000	80	89	66
"1569GA"	2726.000000	"F"	9163.000000	3.000000	"name24067@wwmail.org"	2010-04-20	1301.847252	"F"	"T"		0.000000	84	88	72
"1783WH"	2727.000000	"M"	1261.000000	7.000000	"name20039@wwmail.es"	2005-04-27	350.810969	"F"	"T"		0.000000	86	90	69
"1537CD"	2728.000000	"F"	8133.000000	9.000000	"name830@hmail.uk"	2000-09-06	303.800000	"T"	"T"	0.000000	0.000000	75	90	60
"1024EA"	2729.000000	"F"	1422.000000	3.000000	"name2177@lomejor.es"	2009-12-24	147.351046	"F"	"T"		0.000000	75	91	59
"1585LY"	2730.000000	"M"	629.000000	10.000000	"name9055@tnet.inc"	2009-10-01	531.734044	"F"	"T"		0.000000	72	87	54
"1279UB"	2731.000000	"F"	9077.000000	12.000000	"name7336@tnet.fr"	2004-10-21	2160.030000	"F"	"T"		0.000000	81	93	64
"1758QK"	2732.000000	"M"	945.000000	7.000000	"name13583@tnet.uk"	2002-12-18	356.750000	"F"	"T"		0.000000	85	89	72
"1436JG"	2733.000000	"F"	465.000000	9.000000	"name24062@wwmail.org"	1999-08-17	647.100000	"T"	"T"	0.000000	0.000000	86	89	72
"1530GJ"	2734.000000	"F"	4943.000000	2.000000	"name20038@wwmail.es"	2006-10-10	50.974835	"F"	"T"		0.000000	79	92	68
"1723FO"	2735.000000	"M"	4563.000000	5.000000	"name14886@wwmail.de"	1999-07-12	378.760000	"F"	"T"		0.000000	83	87	67
"1256QT"	2736.000000	"F"	909.000000	2.000000	"name27974@zigzag.be"	2002-09-20	549.100000	"F"	"T"		0.000000	73	89	56
"1206DC"	2737.000000	"F"	4578.000000	9.000000	"name22244@wwmail.inc"	2007-07-24	358.139762	"F"	"T"		0.000000	83	90	70
"1518LF"	2738.000000	"F"	4890.000000	11.000000	"name7342@tnet.fr"	2003-10-08	563.370000	"T"	"T"	0.000000	0.000000	80	89	63
"1591PT"	2739.000000	"F"	361.000000	6.000000	"name22242@wwmail.inc"	2002-04-15	1487.840000	"F"	"T"		0.000000	83	91	71
"1167JP"	2740.000000	"F"	5276.000000	11.000000	"name22241@wwmail.inc"	2010-02-26	538.894086	"F"	"T"		0.000000	86	92	71
"1516JA"	2741.000000	"F"	6390.000000	9.000000	"name24055@wwmail.org"	2009-03-02	674.279787	"F"	"T"		0.000000	84	89	70
"1277YY"	2742.000000	"M"	8027.000000	7.000000	"name7395@tnet.fr"	2003-04-08	1056.320000	"F"	"T"		0.000000	77	92	65
"1549DM"	2743.000000	"F"	1307.000000	6.000000	"name14893@wwmail.de"	2002-01-05	1566.540000	"T"	"T"	0.000000	0.000000	82	93	68
"1787NA"	2744.000000	"M"	3906.000000	2.000000	"name14895@wwmail.de"	2010-09-07	1270.553049	"F"	"T"		0.000000	87	90	71
"1688TN"	2745.000000	"F"	5167.000000	7.000000	"name14896@wwmail.de"	2003-11-16	1735.570000	"F"	"T"		0.000000	87	90	73
"1450BW"	2746.000000	"M"	9587.000000	1.000000	"name548@hmail.uk"	2002-11-05	103.930000	"F"	"T"		0.000000	80	92	63
"1355BV"	2747.000000	"F"	7788.000000	2.000000	"name2907@molbe.cat"	2008-09-18	1025.542175	"F"	"T"		0.000000	81	91	65
"1079LP"	2748.000000	"M"	4321.000000	9.000000	"name22235@wwmail.inc"	2004-11-06	4099.001259	"T"	"T"	0.000000	1.000000	77	86	63
"1089ZI"	2749.000000	"M"	800.000000	9.000000	"name5607@tnet.jp"	2002-05-14	655.480000	"F"	"T"		0.000000	79	90	62
"1893LG"	2750.000000	"F"	8613.000000	7.000000	"name20037@wwmail.es"	2003-01-26	907.200000	"F"	"T"		0.000000	84	89	71
"1750SB"	2751.000000	"F"	8654.000000	4.000000	"name20036@wwmail.es"	2010-04-12	1632.646796	"F"	"T"		0.000000	81	89	64
"1369IR"	2752.000000	"F"	7388.000000	4.000000	"name2903@molbe.cat"	2003-10-11	520.280000	"F"	"T"		0.000000	88	89	71
"1616TL"	2753.000000	"F"	6092.000000	4.000000	"name9427@tnet.inc"	2005-06-23	147.827484	"T"	"T"	0.000000	0.000000	86	94	72
"1379BQ"	2754.000000	"F"	4710.000000	7.000000	"name7471@tnet.fr"	2006-11-21	249.205960	"F"	"T"		0.000000	79	89	64
"1771OA"	2755.000000	"M"	116.000000	3.000000	"name13580@tnet.uk"	2004-10-09	1708.380000	"F"	"T"		0.000000	74	89	56
"1048TF"	2756.000000	"F"	8983.000000	10.000000	"name13579@tnet.uk"	2008-10-14	519.625382	"F"	"T"		0.000000	83	90	66
"1013GD"	2757.000000	"F"	7350.000000	10.000000	"name22230@wwmail.inc"	2010-06-07	792.502831	"F"	"T"		0.000000	81	87	66
"1291YU"	2758.000000	"M"	7560.000000	8.000000	"name5608@tnet.jp"	1999-09-12	263.970000	"T"	"T"	0.000000	0.000000	79	92	65
"1039HO"	2759.000000	"F"	9730.000000	10.000000	"name7558@tnet.fr"	2010-11-03	526.314469	"F"	"T"		0.000000	78	92	65
"1868LX"	2760.000000	"M"	2900.000000	10.000000	"name24039@wwmail.org"	1999-03-28	544.140000	"F"	"T"		0.000000	82	90	68
"1955TE"	2761.000000	"F"	7297.000000	3.000000	"name22229@wwmail.inc"	2002-05-04	1435.380000	"F"	"T"		0.000000	81	91	64
"1527KL"	2762.000000	"F"	3677.000000	2.000000	"name2895@molbe.cat"	2004-05-06	741.760000	"F"	"T"		0.000000	67	89	52
"1665IZ"	2763.000000	"F"	379.000000	9.000000	"name14906@wwmail.de"	2007-12-12	280.968822	"T"	"T"	0.000000	0.000000	80	92	63
"1649NW"	2764.000000	"M"	2519.000000	8.000000	"name24036@wwmail.org"	2002-03-13	217.770000	"F"	"T"		0.000000	90	88	73
"1966LI"	2765.000000	"M"	3968.000000	6.000000	"name20034@wwmail.es"	2010-11-09	1192.833961	"F"	"T"		0.000000	83	91	67
"1800ZJ"	2766.000000	"F"	2537.000000	5.000000	"name24034@wwmail.org"	2008-12-11	2072.736436	"F"	"T"		0.000000	77	91	60
"1552JP"	2767.000000	"F"	6402.000000	11.000000	"name5609@tnet.jp"	2003-10-29	2268.600000	"F"	"T"		0.000000	81	92	69
"1175CJ"	2768.000000	"M"	8177.000000	6.000000	"name20032@wwmail.es"	2001-10-04	1341.380000	"T"	"T"	0.000000	0.000000	82	93	65
"1902UR"	2769.000000	"M"	1926.000000	4.000000	"name2738@molbe.cat"	2000-07-02	314.400000	"F"	"T"		0.000000	83	88	69
"1939KG"	2770.000000	"M"	2255.000000	8.000000	"name75@hmail.de"	2003-01-18	1500.390000	"F"	"T"		0.000000	82	90	68
"1288GJ"	2771.000000	"F"	4808.000000	9.000000	"name20031@wwmail.es"	2004-02-22	81.340000	"F"	"T"		0.000000	77	92	63
"1289NY"	2772.000000	"M"	6071.000000	10.000000	"name7635@tnet.fr"	2010-12-16	406.255207	"F"	"T"		0.000000	71	90	55
"1859DF"	2773.000000	"F"	7319.000000	6.000000	"name27065@wwmail.uk"	2004-01-01	1332.760000	"T"	"T"	0.000000	0.000000	79	94	65
"1384QS"	2774.000000	"M"	7410.000000	6.000000	"name14907@wwmail.de"	2005-03-25	697.724905	"F"	"T"		0.000000	83	90	71
"1851DP"	2775.000000	"M"	7571.000000	5.000000	"name14908@wwmail.de"	2010-09-24	2201.016972	"F"	"T"		0.000000	78	92	61
"1604WM"	2776.000000	"M"	2236.000000	6.000000	"name5611@tnet.jp"	2008-09-30	968.816457	"F"	"T"		0.000000	80	90	66
"1474PP"	2777.000000	"F"	7396.000000	10.000000	"name22220@wwmail.inc"	1999-07-24	724.010000	"F"	"T"		0.000000	73	92	59
"1889BQ"	2778.000000	"M"	8565.000000	8.000000	"name7643@tnet.fr"	2001-03-03	939.060000	"T"	"T"	0.000000	0.000000	78	89	63
"1711DL"	2779.000000	"M"	1140.000000	4.000000	"name7645@tnet.fr"	2010-12-26	996.325929	"F"	"T"		0.000000	84	90	70
"1592GM"	2780.000000	"F"	369.000000	5.000000	"name20029@wwmail.es"	2004-12-22	1785.630000	"F"	"T"		0.000000	78	88	61
"1421CV"	2781.000000	"M"	34.000000	6.000000	"name13578@tnet.uk"	2000-05-23	1323.150000	"F"	"T"		0.000000	85	93	67
"1225KY"	2782.000000	"F"	7322.000000	9.000000	"name27087@wwmail.uk"	2010-02-22	219.597380	"F"	"T"		0.000000	79	88	62
"1325HX"	2783.000000	"M"	2575.000000	2.000000	"name5612@tnet.jp"	2010-07-07	798.160173	"T"	"T"	0.000000	0.000000	88	85	76
"1096UP"	2784.000000	"F"	3052.000000	2.000000	"name5613@tnet.jp"	2010-12-17	914.424690	"F"	"T"		0.000000	78	90	63
"1113IE"	2785.000000	"F"	4322.000000	10.000000	"name5614@tnet.jp"	2009-12-15	361.178535	"F"	"T"		0.000000	82	94	70
"1672PU"	2786.000000	"M"	3078.000000	6.000000	"name29331@zigzag.jp"	2007-11-18	529.173956	"F"	"T"		0.000000	83	90	68
"1238ZV"	2787.000000	"F"	1382.000000	7.000000	"name24021@wwmail.org"	2000-03-17	1018.510000	"F"	"T"		0.000000	83	92	67
"1215YV"	2788.000000	"M"	9565.000000	6.000000	"name27775@zigzag.be"	2008-10-25	415.540235	"T"	"T"	0.000000	0.000000	71	92	55
"1006KL"	2789.000000	"F"		8.000000	"name28359@zigzag.cat"	2008-01-28	274.822073	"F"	"T"		0.000000	70	96	54
"1930CB"	2790.000000	"F"		7.000000	"name22216wwmail.inc"	2010-01-23	1745.476920	"F"	"T"		0.000000	83	90	72
"1384PM"	2791.000000	"F"	5021.000000	7.000000	"name9952@tnet.inc"	2001-01-25	279.720000	"F"	"T"		0.000000	75	87	58
"1816YB"	2792.000000	"F"	5417.000000	5.000000	"name14928@wwmail.de"	2000-01-25	1215.430000	"F"	"T"		0.000000	86	89	73
"1490ZG"	2793.000000	"F"	361.000000	4.000000	"name9983@tnet.inc"	2006-10-05	634.672604	"T"	"T"	0.000000	0.000000	80	87	67
"1211ZH"	2794.000000	"M"	9690.000000	4.000000	"name7740@tnet.fr"	2001-11-08	1382.510000	"F"	"T"		0.000000	79	91	65
"1989VY"	2795.000000	"M"	742.000000	4.000000	"name10237@tnet.inc"	2003-07-11	376.100000	"F"	"T"		0.000000	84	86	67
"1432NO"	2796.000000	"F"	4626.000000	7.000000	"name2542@molbe.cat"	2008-10-19	415.661756	"F"	"T"		0.000000	75	86	62
"1197CK"	2797.000000	"F"	7140.000000	7.000000	"name24015@wwmail.org"	2010-08-17	1095.715611	"F"	"T"		0.000000	81	90	64
